"Unnamed: 0","CLSS ID","SIS ID","Term","Term Code","Department Code","Subject Code","Catalog Number","Course","Section #","Course Title","Long Title","Section Type","Title/Topic","Meeting Pattern","Meetings","Instructor","Room","Status","Session","Campus","Inst. Method","Integ. Partner","Schedule Print","Consent","Credit Hrs Min","Credit Hrs","Grade Mode","Attributes","Course Attributes","Room Attributes","Enrollment","Maximum Enrollment","Prior Enrollment","Projected Enrollment","Wait Cap","Wait Total","Rm Cap Request","Cross-listings","Cross-list Enrollment","Cross-list Maximum","Cross-list Projected","Cross-list Wait Cap","Cross-list Wait Total","Cross-list Rm Cap Request","Link To","Comments","Notes#1","Notes#2"
"ISQA 4110 - INFORMATION SYSTEMS ANALYSIS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","914.0","13535","Fall 2025","1258.0","UNO-ISQA","ISQA","4110","ISQA 4110","1.0","INFORMATION SYSTEMS ANALYSIS","","Lecture","","T 6pm-8:40pm","T 6pm-8:40pm","Abdulsattar, Ebrahim (28395291) [Primary Instructor, Post, Print]","Peter Kiewit Institute 256","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3.0","3.0","Graded","Service Learning Component: Includes Service Learning Component","","","0.0","30.0","","","99.0","0.0","30.0","","","","","","","","","","",""
"","915.0","13536","Fall 2025","1258.0","UNO-ISQA","ISQA","4110","ISQA 4110","850.0","INFORMATION SYSTEMS ANALYSIS","","Lecture","","Does Not Meet","Does Not Meet","Rosser, Hollie (16743548) [Primary Instructor, Post, Print]","Fully Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3.0","3.0","Graded","Open Nebraska: Low Cost Materials; Fully Online: Fully Online; Service Learning Component: Includes Service Learning Component","","","0.0","32.0","","","99.0","0.0","32.0","","","","","","","","","","Each week, course content will be presented asynchronously.  Student teams will meet synchronously with the instructor once every four weeks.",""
"ISQA 4130 - INFORMATION TECHNOLOGY FOR DEVELOPMENT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","2906.0","15517","Fall 2025","1258.0","UNO-ISQA","ISQA","4130","ISQA 4130","820.0","INFORMATION TECHNOLOGY FOR DEVELOPMENT","","Lecture","","TR 1:30pm-2:45pm","TR 1:30pm-2:45pm","Qureshi, Sajda (48370583) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO-IS","Distance Education","","Yes","No Special Consent Required","3.0","3.0","Graded","Fully Remote: Fully Remote; Service Learning Component: Includes Service Learning Component","","","0.0","15.0","","","99.0","0.0","15.0","Also ISQA 8136-820","0.0","25.0","","99.0","0.0","25.0","","","",""
"ISQA 4200 - INFORMATION AND DATA QUALITY MANAGEMENT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","1549.0","13539","Fall 2025","1258.0","UNO-ISQA","ISQA","4200","ISQA 4200","1.0","INFORMATION AND DATA QUALITY MANAGEMENT","","Lecture","","W 6pm-8:40pm","W 6pm-8:40pm","Najjar, Lotfollah (25564412) [Primary Instructor, Post, Print]","Peter Kiewit Institute 256","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3.0","3.0","Graded","","","","0.0","9.0","","","99.0","0.0","9.0","Also ISQA 8206-001","0.0","30.0","","99.0","0.0","30.0","","","",""
"ISQA 4380 - DISTRIBUTED TECHNOLOGIES AND SYSTEMS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","1551.0","14792","Fall 2025","1258.0","UNO-ISQA","ISQA","4380","ISQA 4380","850.0","DISTRIBUTED TECHNOLOGIES AND SYSTEMS","","Lecture","","Does Not Meet","Does Not Meet","Swaminathan, Pradhip (94389261) [Primary Instructor, Post, Print]","Fully Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3.0","3.0","Graded","Fully Online: Fully Online","","","0.0","30.0","","","99.0","0.0","30.0","","","","","","","","","","",""
"ISQA 4500 - SPECIAL PROBLEMS IN INFOMATION SYSTEMS AND QUANTITATIVE ANALYSIS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","1552.0","13559","Fall 2025","1258.0","UNO-ISQA","ISQA","4500","ISQA 4500","1.0","SPECIAL PROBLEMS IN INFOMATION SYSTEMS AND QUANTITATIVE ANALYSIS","","Independent Study","","Does Not Meet","Does Not Meet","Wolcott, Peter (83901139) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO-IS","In Person","","Yes","Department Consent Required","2.0","3.0","Graded","","","","0.0","15.0","","","0.0","0.0","15.0","","","","","","","","","","",""
"ISQA 4510 - INFORMATION SYSTEMS INTERNSHIP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","1553.0","13560","Fall 2025","1258.0","UNO-ISQA","ISQA","4510","ISQA 4510","801.0","INFORMATION SYSTEMS INTERNSHIP","","Internship","","Does Not Meet","Does Not Meet","Wolcott, Peter (83901139) [Primary Instructor, Post, Print]","Off Campus - See Notes","Active","Regular Academic Session","UNO-IS","Off Campus","","Yes","Department Consent Required","1.0","3.0","Graded","","","","0.0","30.0","","","0.0","0.0","15.0","","","","","","","","","","",""
"ISQA 4730 - DECISION SUPPORT SYSTEMS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","4355.0","16417","Fall 2025","1258.0","UNO-ISQA","ISQA","4730","ISQA 4730","850.0","DECISION SUPPORT SYSTEMS","","Lecture","","Does Not Meet","Does Not Meet","Van Vliet, Paul (17634400) [Primary Instructor, Post, Print]","Fully Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3.0","3.0","Graded","Fully Online: Fully Online","","","0.0","25.0","","","0.0","0.0","30.0","Also ISQA 8736-850","0.0","40.0","","99.0","0.0","40.0","","","",""
"ISQA 4890 - DATA WAREHOUSING AND DATA MINING","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","4356.0","16418","Fall 2025","1258.0","UNO-ISQA","ISQA","4890","ISQA 4890","1.0","DATA WAREHOUSING AND DATA MINING","","Lecture","","MW 9am-10:15am","MW 9am-10:15am","Manda, Prashanti (92393878) [Primary Instructor, Print]","To Be Announced","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3.0","3.0","Graded","","","","0.0","10.0","","","99.0","0.0","30.0","Also CSCI 4890-001","0.0","45.0","","99.0","0.0","65.0","","","",""
"ISQA 4900 - FULL STACK DEVELOPMENT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","1555.0","13812","Fall 2025","1258.0","UNO-ISQA","ISQA","4900","ISQA 4900","850.0","FULL STACK DEVELOPMENT","","Lecture","","Does Not Meet","Does Not Meet","Vlasnik, Sandy (06260598) [Primary Instructor, Post, Print]","Fully Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3.0","3.0","Graded","Open Nebraska: No Cost Materials; Fully Online: Fully Online","","","0.0","25.0","","","99.0","0.0","25.0","","","","","","","","","","",""
"ISQA 8016 - BUSINESS INTELLIGENCE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","1558.0","14050","Fall 2025","1258.0","UNO-ISQA","ISQA","8016","ISQA 8016","1.0","BUSINESS INTELLIGENCE","","Lecture","","R 6pm-8:40pm","R 6pm-8:40pm","Tsai, Chun-Hua (53345129) [Primary Instructor, Post, Print]","Peter Kiewit Institute 260","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3.0","3.0","Graded","","","","0.0","24.0","","","99.0","0.0","20.0","See ISQA 4010-001","0.0","40.0","","99.0","0.0","50.0","","","",""
"ISQA 8040 - AN OVERVIEW OF SYSTEMS DEVELOPMENT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","1559.0","13563","Fall 2025","1258.0","UNO-ISQA","ISQA","8040","ISQA 8040","1.0","AN OVERVIEW OF SYSTEMS DEVELOPMENT","","Lecture","","T 6pm-8:40pm","T 6pm-8:40pm","Greiner, Martina (16285350) [Primary Instructor, Post, Print]","Peter Kiewit Institute 261","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3.0","3.0","Graded","","","","0.0","30.0","","","99.0","0.0","30.0","","","","","","","","","","",""
"ISQA 8086 - SPECIAL TOPICS: INFORMATION SYSTEMS & QUANTITATIVE ANALYSIS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","4512.0","16676","Fall 2025","1258.0","UNO-ISQA","ISQA","8086","ISQA 8086","1.0","SPECIAL TOPICS: INFORMATION SYSTEMS & QUANTITATIVE ANALYSIS","","Seminar","INTRO TO AUTON. MOBILE ROBOTS","MW 1:30pm-2:45pm","MW 1:30pm-2:45pm","Wish, Ada-Rhodes (29973226) [Primary Instructor, Post, Print]","Peter Kiewit Institute 260","Active","Regular Academic Session","UNO-IS","In Person","","Yes","Instructor Consent Required","3.0","3.0","Graded","","","","0.0","15.0","","","99.0","0.0","25.0","See ACMP 4000-001","0.0","60.0","","198.0","0.0","70.0","","Prescriptive Analytics","",""
"","4720.0","17252","Fall 2025","1258.0","UNO-ISQA","ISQA","8086","ISQA 8086","2.0","SPECIAL TOPICS: INFORMATION SYSTEMS & QUANTITATIVE ANALYSIS","","Seminar","AI FOR BUSINESS","MW 3pm-4:15pm","MW 3pm-4:15pm","Khazanchi, Deepak (26560243) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO-IS","In Person","","Yes","Instructor Consent Required","1.0","5.0","Graded","","","","0.0","10.0","","","99.0","0.0","10.0","See ISQA 4000-002","0.0","25.0","","99.0","0.0","12.0","","","",""
"ISQA 8136 - INFORMATION TECHNOLOGY FOR DEVELOPMENT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","2907.0","15518","Fall 2025","1258.0","UNO-ISQA","ISQA","8136","ISQA 8136","820.0","INFORMATION TECHNOLOGY FOR DEVELOPMENT","","Lecture","","TR 1:30pm-2:45pm","TR 1:30pm-2:45pm","Qureshi, Sajda (48370583) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO-IS","Distance Education","","Yes","No Special Consent Required","3.0","3.0","Graded","Fully Remote: Fully Remote","","","0.0","10.0","","","99.0","0.0","10.0","See ISQA 4130-820","0.0","25.0","","99.0","0.0","25.0","","","",""
"ISQA 8160 - APPLIED DISTRIBUTION FREE STATISTICS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","4357.0","16419","Fall 2025","1258.0","UNO-ISQA","ISQA","8160","ISQA 8160","1.0","APPLIED DISTRIBUTION FREE STATISTICS","","Lecture","","M 6pm-8:40pm","M 6pm-8:40pm","Najjar, Lotfollah (25564412) [Primary Instructor, Post, Print]","Peter Kiewit Institute 153","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3.0","3.0","Graded","","","","0.0","25.0","","","99.0","0.0","25.0","","","","","","","","","","",""
"ISQA 8206 - INFORMATION AND DATA QUALITY MANAGEMENT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","1562.0","13540","Fall 2025","1258.0","UNO-ISQA","ISQA","8206","ISQA 8206","1.0","INFORMATION AND DATA QUALITY MANAGEMENT","","Lecture","","W 6pm-8:40pm","W 6pm-8:40pm","Najjar, Lotfollah (25564412) [Primary Instructor, Post, Print]","Peter Kiewit Institute 256","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3.0","3.0","Graded","","","","0.0","21.0","","","99.0","0.0","21.0","See ISQA 4200-001","0.0","30.0","","99.0","0.0","30.0","","","",""
"ISQA 8210 - MANAGEMENT OF SOFTWARE DEVELOPMENT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","1563.0","13811","Fall 2025","1258.0","UNO-ISQA","ISQA","8210","ISQA 8210","1.0","MANAGEMENT OF SOFTWARE DEVELOPMENT","","Lecture","","TR 1:30pm-2:45pm","TR 1:30pm-2:45pm","Van Vliet, Paul (17634400) [Primary Instructor, Post, Print]","Peter Kiewit Institute 256","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3.0","3.0","Graded","Open Nebraska: Low Cost Materials","","","0.0","25.0","","","99.0","0.0","25.0","","","","","","","","","","",""
"ISQA 8220 - ADVANCED SYSTEMS ANALYSIS AND DESIGN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","432.0","13567","Fall 2025","1258.0","UNO-ISQA","ISQA","8220","ISQA 8220","1.0","ADVANCED SYSTEMS ANALYSIS AND DESIGN","","Lecture","","W 6pm-8:40pm","W 6pm-8:40pm","House, Deanna (24532175) [Primary Instructor, Post, Print]","Peter Kiewit Institute 252","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3.0","3.0","Graded","Open Nebraska: No Cost Materials; Service Learning Component: Includes Service Learning Component","","","0.0","32.0","","","99.0","0.0","32.0","","","","","","","","","","",""
"ISQA 8310 - IT INFRASTRUCTURE & CLOUD COMPUTING","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","1565.0","13568","Fall 2025","1258.0","UNO-ISQA","ISQA","8310","ISQA 8310","850.0","IT INFRASTRUCTURE & CLOUD COMPUTING","","Lecture","","Does Not Meet","Does Not Meet","Germonprez, Matt (56314036) [Primary Instructor, Post, Print]","Fully Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3.0","3.0","Graded","Fully Online: Fully Online","","","0.0","28.0","","","99.0","0.0","28.0","","","","","","","","","","",""
"ISQA 8380 - ENTERPRISE ARCHITECTURE AND SYSTEMS INTEGRATION","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","1566.0","14675","Fall 2025","1258.0","UNO-ISQA","ISQA","8380","ISQA 8380","1.0","ENTERPRISE ARCHITECTURE AND SYSTEMS INTEGRATION","","Lecture","","MW 4:30pm-5:45pm","MW 4:30pm-5:45pm","Pawaskar, Sachin (84657465) [Primary Instructor, Post, Print]","Peter Kiewit Institute 256","Active","Regular Academic Session","UNO-IS","In Person","","Yes","Department Consent Required","3.0","3.0","Graded","Open Nebraska: No Cost Materials","","","0.0","25.0","","","99.0","0.0","25.0","","","","","","","","","","",""
"ISQA 8420 - MANAGING THE I.S. FUNCTION","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","1567.0","13569","Fall 2025","1258.0","UNO-ISQA","ISQA","8420","ISQA 8420","820.0","MANAGING THE I.S. FUNCTION","","Lecture","","TR 4:30pm-5:45pm","TR 4:30pm-5:45pm","Qureshi, Sajda (48370583) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO-IS","Distance Education","","Yes","No Special Consent Required","3.0","3.0","Graded","Fully Remote: Fully Remote","","","0.0","25.0","","","99.0","0.0","25.0","","","","","","","","","","This class will be taught remotely via synchronous teaching. Students will need to log in at the specified time but will not physically attend class.",""
"ISQA 8560 - INFORMATION WARFARE AND SECURITY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","4358.0","16420","Fall 2025","1258.0","UNO-ISQA","ISQA","8560","ISQA 8560","1.0","INFORMATION WARFARE AND SECURITY","","Lecture","","T 6pm-8:40pm","T 6pm-8:40pm","Ward, Kerry (78186070) [Primary Instructor, Post, Print]","Peter Kiewit Institute 157","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3.0","3.0","Graded","","","","0.0","25.0","","","99.0","0.0","25.0","","","","","","","","","","",""
"ISQA 8570 - INFORMATION SECURITY POLICY AND ETHICS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","4359.0","16421","Fall 2025","1258.0","UNO-ISQA","ISQA","8570","ISQA 8570","1.0","INFORMATION SECURITY POLICY AND ETHICS","","Lecture","","M 6pm-8:40pm","M 6pm-8:40pm","House, Deanna (24532175) [Primary Instructor, Post, Print]","Peter Kiewit Institute 155","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3.0","3.0","Graded","","","","0.0","25.0","","","99.0","0.0","25.0","","","","","","","","","","",""
"ISQA 8736 - DECISION SUPPORT SYSTEMS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","4360.0","16422","Fall 2025","1258.0","UNO-ISQA","ISQA","8736","ISQA 8736","850.0","DECISION SUPPORT SYSTEMS","","Lecture","","Does Not Meet","Does Not Meet","Van Vliet, Paul (17634400) [Primary Instructor, Post, Print]","Fully Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3.0","3.0","Graded","Fully Online: Fully Online","","","0.0","15.0","","","99.0","0.0","15.0","See ISQA 4730-850","0.0","40.0","","99.0","0.0","40.0","","","",""
